male,height33,gwage33
1,66.929131,5.0270271
1,66.929131,5.0810809
1,65.354332,5.3557897
1,69.685036,14.5
1,69.685036,8.695652
1,67.322838,18.75
1,68.503937,4.6875
1,73.622047,5.3902702
1,69.291336,12.137142
1,69.685036,7.3589187
1,65.354332,2.3399999
1,68.110237,11.714286
1,71.653542,7.6666665
1,68.897636,5
1,74.409447,7.3684211
1,66.535431,6.1538463
1,72.834648,4.7540541
1,68.110237,8
1,72.440948,15.555555
1,68.110237,8.2105265
1,69.291336,3.625
1,67.716537,7.4285712
1,64.960632,3.1818182
1,65.748032,5.7894735
1,68.897636,18
1,68.110237,13.091111
1,68.110237,5.5384617
1,76.771652,6.2459998
1,71.259842,16
1,68.110237,4.2105265
1,70.866142,12
1,68.110237,6.8947368
1,65.354332,3.8333333
1,67.716537,14.925
1,68.110237,3.0806451
1,64.960632,8.333333
1,72.047241,2.8727272
1,66.535431,5.8958335
1,66.141731,6.0526314
1,68.110237,6.0869565
1,61.811024,5.4615383
1,71.259842,9.2857141
1,66.929131,10.222222
1,71.259842,8.6486483
1,66.929131,5.4545455
1,66.141731,7.6923075
1,74.803146,20.833334
1,68.110237,10.285714
1,72.440948,6.0789475
1,70.472443,9.189189
1,66.141731,6
1,70.472443,5
1,66.141731,5.7784615
1,71.259842,6.6750002
1,70.866142,10.56
1,70.078743,6.2399998
1,71.653542,5.1999998
1,68.110237,10.666667
1,67.322838,6.5476189
1,72.440948,7.6315789
1,74.015747,3.954
1,70.078743,8.6057148
1,68.503937,5.7894735
1,70.472443,7.3333335
1,70.078743,7.5
1,70.078743,3.75
1,70.078743,11.904762
1,63.385826,7.0270271
1,72.440948,7.7619047
1,64.566933,4.2162161
1,68.503937,6.521739
1,67.716537,8
1,75.196854,4.7368422
1,66.929131,13.513514
1,70.866142,7.891892
1,68.897636,6.9047618
1,69.685036,7.5054059
1,70.472443,5.7916665
1,68.897636,12.777778
1,62.992126,14.338919
1,74.015747,10.612245
1,68.897636,7.5555553
1,68.503937,7.4000001
1,69.291336,6.521739
1,71.259842,7.5
1,67.716537,9.7599993
1,68.897636,12.666667
1,69.685036,4.8076925
1,70.866142,10.526316
1,67.716537,4.8913045
1,66.141731,6.1538463
1,65.354332,3.5999999
1,70.078743,8
1,70.078743,21.998402
1,71.259842,8.333333
1,72.834648,11.936842
1,67.716537,14.476191
1,65.748032,6.4102564
1,69.291336,5.9534883
1,74.015747,10.810811
1,69.291336,9.0810814
1,73.622047,8.3146667
1,64.960632,4.5
1,71.653542,7.5
1,65.748032,6.1538463
1,74.409447,5.1842103
1,69.291336,5.8799996
1,71.653542,11.440678
1,67.716537,8.96
1,72.047241,5.5
1,68.897636,4.1025643
1,70.078743,12.6
1,68.897636,8.1188574
1,71.653542,10.181818
1,73.228348,4.4000001
1,70.472443,8.4324322
1,68.110237,8.6486483
1,68.897636,3.7714286
1,69.291336,6.4285712
1,64.960632,7.3333335
1,70.866142,5.7105265
1,70.078743,6.3157897
1,65.748032,4
1,76.377953,7.1428571
1,68.110237,70.909088
1,72.047241,10.952381
1,70.866142,12
1,70.866142,5.1999998
1,68.503937,3.0952382
1,73.228348,7.1428571
1,75.590553,4.8979592
1,73.228348,5
1,74.015747,5.3000002
1,67.322838,7.7777777
1,71.653542,3.1111112
1,70.078743,8.333333
1,71.259842,7.2972975
1,69.685036,5.5
1,70.078743,5.4615383
1,66.535431,6.2432432
1,71.259842,8.2236843
1,74.409447,11.351352
1,68.110237,.125
1,70.866142,7.7837839
1,68.110237,8
1,65.354332,16.216217
1,70.078743,6.5999999
1,68.897636,8.5714283
1,68.503937,5.4054055
1,68.110237,6
1,71.653542,10
1,74.015747,6.5454545
1,72.047241,90
1,67.716537,5.319149
1,68.897636,4.6666665
1,72.440948,3.175
1,67.322838,8.2285719
1,68.897636,6.590909
1,68.503937,5.4545455
1,69.291336,6.1363635
1,71.653542,6
1,67.716537,3.4285715
1,70.866142,11.282051
1,71.653542,6.1111112
1,70.078743,8.8888893
1,70.078743,8.3999996
1,72.834648,3
1,71.259842,7.0270271
1,72.440948,6.4864864
1,71.259842,5
1,72.440948,3.208421
1,66.141731,4.8000002
1,66.929131,6.96
1,71.653542,8.0952377
1,70.472443,8.75
1,70.866142,5.0769229
1,73.228348,6.1894736
1,72.440948,18.666666
1,68.110237,9.7674417
1,66.141731,8.8000002
1,68.503937,4.0540543
1,70.472443,10.857142
1,67.716537,15.714286
1,67.716537,4.5
1,69.291336,72
1,67.716537,4.4615383
1,64.960632,6
1,67.322838,4.7916665
1,72.834648,10.222222
1,70.078743,8.6000004
1,70.866142,9.5555553
1,66.141731,12.8
1,66.929131,4.8888888
1,72.834648,6.3272729
1,65.748032,3.3
1,65.354332,3.05
1,66.929131,4.3636365
1,72.440948,7.0378375
1,68.897636,4.5641026
1,68.897636,4.3333335
1,72.047241,10.56
1,71.653542,9.2351999
1,67.716537,5
1,71.653542,5.6944447
1,65.354332,5.3125
1,71.259842,7.1999998
1,70.866142,4.375
1,67.716537,2.5454545
1,68.503937,4.4102564
1,71.653542,9.166667
1,67.716537,7.3257141
1,72.047241,2.5
1,71.259842,10.2
1,68.503937,5.1999998
1,72.047241,6.4000001
1,66.535431,3.75
1,72.047241,8.75
1,70.866142,4
1,69.291336,8.152174
1,73.622047,6.2399998
1,68.110237,7.1428571
1,63.779526,6.5116277
1,77.165352,5.4000001
1,68.110237,5.1428571
1,65.748032,4.5454545
1,69.291336,3.9534883
1,67.322838,4.3913045
1,69.685036,4.8000002
1,68.503937,4.092308
1,72.047241,6.7692308
1,68.503937,3.1132076
1,69.291336,6.5384617
1,69.685036,17.75
1,67.716537,6.4893618
1,66.929131,7.7142859
1,64.566933,5
1,64.566933,14.4
1,66.535431,8.8000002
1,64.960632,5.9512196
1,67.716537,5.7229729
1,67.716537,8.4266663
1,65.748032,8
1,72.047241,8.8888893
1,71.259842,4.7368422
1,72.047241,4.2553191
1,73.228348,9.1999998
1,69.291336,9.7142859
1,67.716537,5
1,66.535431,5.4871793
1,68.897636,11.956522
1,77.952759,5.1282053
1,70.866142,5.5227275
1,69.685036,6
1,70.866142,9.7222223
1,70.078743,5.75
1,67.322838,4.8717947
1,66.929131,8.2702703
1,72.834648,8.6499996
1,74.015747,8.625
1,66.535431,5.9210525
1,68.503937,5.0666666
1,68.897636,7.8486485
1,71.653542,8.5
1,67.716537,5.4615383
1,69.685036,6.0540543
1,66.535431,5.4102564
1,66.141731,5.4545455
1,70.078743,6.5116277
1,72.834648,7.2162161
1,70.472443,6.6666665
1,69.685036,5.4285712
1,68.110237,8.4102564
1,65.748032,7.1999998
1,72.834648,6.7692308
1,74.803146,7.75
1,70.472443,11.904762
1,70.866142,11.6
1,72.834648,5.04
1,68.897636,3.4545455
1,70.078743,4.8717947
1,73.228348,7.6923075
1,66.141731,8.636364
1,67.322838,7.8000002
1,68.897636,5.3333335
1,68.897636,5.9459457
1,71.653542,11.245714
1,70.472443,4.8716216
1,68.897636,10.794118
1,77.165352,12.432432
1,71.259842,4.1025643
1,70.866142,7.4400001
1,70.472443,4.3776002
1,70.866142,7.4000001
1,70.866142,5.681818
1,68.897636,15.243243
1,73.228348,6.3333335
1,70.472443,1.6279069
1,73.228348,11.111111
1,68.503937,9.8999996
1,69.291336,9.666667
1,65.748032,5.25
1,71.259842,5.6999998
1,64.960632,4.8000002
1,70.866142,72.300003
1,71.653542,10.833333
1,68.897636,7.6829267
1,72.047241,6
1,68.897636,10.222222
1,68.110237,3.5999999
1,70.866142,3.8461537
1,70.078743,4.4210525
1,67.716537,7.5333333
1,70.866142,2.7
1,70.078743,8
1,72.047241,8.6400003
1,70.472443,24
1,70.078743,6
1,67.322838,3.891892
1,70.866142,4.4897957
1,70.866142,9.4594593
1,68.897636,5.0263157
1,70.078743,6
1,73.228348,6.9268293
1,70.866142,4.8717947
1,68.503937,12.4
1,72.834648,17.435898
1,67.716537,4.1346154
1,68.503937,5.1282053
1,72.440948,5
1,69.685036,4.9857144
1,68.897636,7.6666665
1,67.716537,6.7073169
1,68.503937,5.6896553
1,68.110237,2.183908
1,71.653542,8.6400003
1,68.110237,7.1794872
1,72.440948,4.1666665
1,68.897636,7.7574997
1,73.622047,5.6756759
1,72.047241,4.3461537
1,70.078743,7.1999998
1,68.897636,5.8461537
1,70.078743,5.98
1,70.866142,7
1,67.322838,8.6206894
1,70.866142,4.7368422
1,70.472443,6.6666665
1,70.472443,5.2926831
1,74.409447,5.1282053
1,73.622047,9
1,67.322838,7.3170733
1,68.897636,6.4864864
1,67.322838,10.27027
1,66.929131,3.6153846
1,74.015747,10
1,72.440948,7.5789475
1,68.503937,10.316667
1,72.440948,5.5768418
1,75.984253,9.2105265
1,70.866142,6.9473686
1,65.354332,6.3157897
1,72.440948,6
1,70.078743,7
1,69.291336,5.4545455
1,64.960632,3.75
1,70.078743,4.6428571
1,68.110237,6.4926314
1,67.716537,10
1,73.228348,8.9189186
1,68.897636,6.6666665
1,70.472443,14.88
1,75.984253,4.3333335
1,69.685036,4.6666665
1,68.503937,11
1,70.472443,8.8461542
1,68.897636,5.7600002
1,66.141731,12.361111
1,74.409447,10
1,66.141731,5.2363634
1,68.503937,14.666667
1,69.291336,6.4864864
1,69.685036,6.4000001
1,70.078743,11.428572
1,70.078743,7.75
1,66.929131,5.6410255
1,70.472443,6
1,67.716537,7.257143
1,74.015747,6.9166665
1,27.952755,8.333333
1,73.228348,3.025641
1,66.929131,4.9000001
1,72.047241,5.1668
1,70.866142,6.4000001
1,68.110237,8.2972975
1,70.866142,8.8000002
1,73.228348,9.1428576
1,70.078743,8.25
1,72.834648,5.1282053
1,71.653542,8.1632433
1,64.173225,5.8333335
1,70.078743,13.333333
1,70.078743,8.75
1,68.897636,6.3000002
1,68.897636,7.8000002
1,67.716537,7.3010526
1,68.503937,9.1836739
1,70.866142,8.3999996
1,66.929131,8.3999996
1,70.078743,6.96
1,67.322838,8.333333
1,71.259842,4
1,68.503937,5.4054055
1,70.472443,12
1,68.897636,9.4594593
1,72.440948,7.1052632
1,70.866142,4.1999998
1,71.653542,4.5
1,66.929131,4.2307692
1,69.291336,6.25
1,66.929131,3.75
1,70.472443,14.797714
1,66.929131,4.625
1,73.622047,6.7111111
1,74.015747,5.6410255
1,68.110237,5.7692308
1,67.716537,9.7297297
1,67.322838,6.0631576
1,71.259842,30
1,67.716537,7.4468083
1,70.078743,8.6057148
1,68.897636,3.7777777
1,69.291336,8
1,67.716537,5.909091
1,70.078743,7.0434785
1,69.685036,5.6999998
1,71.653542,3.8399999
1,72.440948,7.4769235
1,70.472443,4.7948718
1,70.472443,8.0526314
1,68.897636,4.53125
1,67.716537,4.9283338
1,66.141731,4.875
1,70.472443,9.666667
1,78.346458,7.4000001
1,70.866142,12.355556
1,68.897636,11
1,68.110237,5.7142859
1,72.834648,9.375
1,68.897636,6.3157897
1,71.259842,7.8947368
1,70.078743,3.4000001
1,69.685036,4.8333335
1,69.291336,5.5
1,67.322838,4.9263158
1,68.110237,6.6666665
1,64.960632,8
1,23.228346,64.285713
1,71.259842,10.588235
1,68.110237,6.5945945
1,70.866142,11.5
1,70.866142,15.2
1,68.503937,10.5
1,71.259842,3.8636363
1,68.897636,9.7297297
1,71.259842,4.2545457
1,68.897636,5.5
1,67.716537,8.5714283
1,67.322838,2.4742267
1,72.047241,5.25
1,71.259842,11.315789
1,67.716537,7.8000002
1,70.078743,5.75
1,66.929131,9
1,69.291336,6.1052632
1,71.259842,5
1,70.866142,7.8958335
1,72.440948,4.3265305
1,73.622047,10.5
1,69.685036,13.090909
1,70.866142,8.5019999
1,71.653542,2.1381817
1,73.622047,4.375
1,70.472443,61.276596
1,72.047241,12.444445
1,67.716537,15.777778
1,64.173225,7.9268293
1,76.377953,12.3375
1,70.472443,8.625
1,67.322838,7.8378377
1,70.866142,4.6857142
1,71.653542,6.7567568
1,67.716537,4.5897436
1,68.897636,7.9800005
1,69.685036,117.33334
1,67.716537,4.7619047
1,70.472443,5.75
1,70.078743,5.875
1,73.622047,8.5294113
1,74.015747,7.1794872
1,71.259842,8.5
1,68.110237,6.2399998
1,70.866142,8.2434149
1,68.897636,8.0555553
1,72.834648,7.1428571
1,67.322838,13.333333
1,72.440948,4.7619047
1,68.503937,1.15
1,70.078743,10
1,68.897636,5.478857
1,70.078743,10.8
1,74.015747,7.0270271
1,70.078743,6.7163634
1,70.866142,5.8514285
1,65.748032,7.0511999
1,70.078743,5.7142859
1,68.897636,8.4210529
1,72.834648,3.8666666
1,68.503937,12.432432
1,66.929131,3.974359
1,67.716537,8.727273
1,67.322838,5.8333335
1,75.196854,7.8461537
1,68.110237,8.333333
1,66.929131,9
1,63.779526,6.9565215
1,74.409447,5.3333335
1,73.228348,7.5
1,68.503937,106.66666
1,64.566933,5.319149
1,68.110237,6.0784316
1,64.960632,5
1,70.078743,8.5714283
1,68.503937,5.7142859
1,67.716537,5.8974357
1,68.110237,5.5
1,70.078743,5.090909
1,71.259842,9.375
1,70.078743,11.891891
1,68.897636,5.1063828
1,72.047241,12.378378
1,70.472443,8.8095236
1,68.503937,5.7777777
1,66.141731,8.0555553
1,70.078743,5.5999999
1,68.503937,8
1,74.015747,7.6199999
1,70.078743,8.0769234
1,66.929131,2.8205128
1,67.322838,4.1999998
